Protein,phi_calib
YER049W,0.000352073
YER052C,0.000362857
YER055C,0.000745934
YER056C,6.18673E-05
YER057C,0.000686558
YER061C,2.87956E-05
YER062C,0.000381276
YER063W,0.000325094
YER067W,1.29918E-05
YER068W,9.36559E-05
YER069W,0.000320052
YER070W,0.000299601
YER072W,0.000667213
YER073W,0.000423063
YER074W-A,1.37331E-06
YER078C,4.08896E-05
YER079W,2.74688E-05
YER080W,0.000339884
YER081W,0.000378897
YER082C,8.2342E-05
YER083C,0.000100458
YER086W,0.000522116
YER088C,7.43028E-05
YER089C,0.000176297
YER090W,0.000754643
YER091C,0.006458864
YER092W,4.14642E-05
YER094C,0.000337627
YER099C,0.000155665
YER100W,0
YER101C,0.000145756
YER103W,7.48772E-05
YER105C,2.61321E-05
YER110C,0.00084368
YER112W,0.000219203
YER114C,5.15639E-05
YER120W,0.000386753
YER122C,0.000204071
YER123W,2.91565E-05
YER125W,0.001674717
YER131W,4.77047E-05
YER133W,0.00026226
YER134C,0.000184198
YER136W,0.000498876
YER139C,7.98773E-05
YER143W,0.000117382
YER145C,1.94587E-05
YER146W,0.000355616
YER148W,0.000104907
YER151C,0.000150035
YER152C,0.000144269
YER155C,6.91701E-05
YER156C,0.000359057
YER159C,9.561E-05
YER161C,2.6399E-05
YER163C,0.000168759
YER164W,5.48987E-05
YER165W,0.001718823
YER166W,4.03545E-05
YER168C,0.000861047
YER174C,4.90523E-05
YER175C,4.76734E-05
YER176W,0.000114029
YER177W,0.001137799
YER178W,0.001072109
YER182W,5.53957E-05
YFL001W,4.51698E-05
YFL002C,4.44442E-05
YFL004W,0.000195638
YFL005W,0.000506519
YFL007W,4.77691E-05
YFL008W,9.7437E-05
YFL010C,0.000211656
YFL014W,0.00089657
YFL016C,7.39117E-05
YFL017C,0.000218169
YFL017W-A,9.24117E-06
YFL018C,0.000424297
YFL022C,0.000761611
YFL023W,6.39514E-05
YFL028C,0.00012337
YFL034C-A,0.000221417
YFL037W,0.001087086
YFL038C,0.000620453
YFL039C,0.005511361
YFL041W,7.3022E-05
YFL044C,4.21271E-05
YFL045C,0.001570558
YFL047W,6.07061E-05
YFL048C,0.000191005
YFR001W,0.000160497
YFR002W,9.62148E-05
YFR003C,0.000182119
YFR004W,0.000497825
YFR006W,0.000116963
YFR009W,0.000269397
YFR010W,0.000230451
YFR011C,8.59324E-05
